name,stars,forks,created_at,releases,language
yuanguangxin/LeetCode,7492,1869,2020-01-11T01:02:02Z,0,Java
dependency-check/DependencyCheck,7466,1394,2012-09-03T20:43:30Z,91,Java
enso-org/enso,7437,337,2016-12-16T17:23:37Z,708,Java
lenve/VBlog,7433,2903,2017-12-26T11:01:55Z,0,Java
dyc87112/SpringCloud-Learning,7395,2869,2016-08-21T03:39:52Z,0,Java
abel533/Mapper,7385,1611,2014-11-21T11:02:10Z,11,Java
iflytek/astron-rpa,7384,808,2025-09-20T08:51:40Z,5,Java
gocd/gocd,7383,980,2013-12-13T05:26:16Z,87,Java
Qihoo360/RePlugin,7349,1556,2017-06-08T09:39:09Z,19,Java
leolin310148/ShortcutBadger,7341,1347,2013-11-15T12:51:52Z,0,Java
square/dagger,7310,3088,2012-08-02T23:25:32Z,0,Java
Bearded-Hen/Android-Bootstrap,7255,1407,2013-11-01T15:36:17Z,5,Java
zhongyi-tong/WeChatLuckyMoney,7245,2201,2015-09-30T16:11:20Z,20,Java
Exrick/xmall,7245,2545,2017-07-28T01:49:49Z,0,Java
crazycodeboy/TakePhoto,7238,1498,2015-08-04T02:05:32Z,15,Java
pedant/sweet-alert-dialog,7232,1919,2014-10-19T09:24:09Z,2,Java
NanoHttpd/nanohttpd,7213,1725,2012-08-10T21:52:42Z,3,Java
cymcsg/UltimateRecyclerView,7195,1416,2015-01-28T02:27:45Z,9,Java
wiremock/wiremock,7180,1497,2011-10-09T20:27:24Z,52,Java
didi/KnowStreaming,7178,1296,2020-03-19T05:13:51Z,23,Java
Alluxio/alluxio,7173,2948,2012-12-21T17:43:46Z,61,Java
google/error-prone,7150,787,2014-08-21T23:26:50Z,64,Java
apache/hertzbeat,7139,1262,2022-02-04T14:48:56Z,7,Java
google/agera,7134,630,2015-12-17T13:22:58Z,16,Java
rest-assured/rest-assured,7126,1929,2010-10-21T08:35:43Z,0,Java
h2pl/JavaTutorial,7120,1617,2018-05-01T15:57:21Z,1,Java
traccar/traccar,7117,3182,2012-04-16T08:33:49Z,69,Java
ogaclejapan/SmartTabLayout,7084,1329,2015-02-14T11:25:51Z,0,Java
JakeWharton/ActionBarSherlock,7072,3477,2011-03-07T17:28:54Z,32,Java
CoderLeixiaoshuai/java-eight-part,7066,1058,2020-10-16T16:27:04Z,0,Java
Col-E/Recaf,7065,518,2017-07-27T06:01:10Z,170,Java
naman14/Timber,7051,2146,2015-06-12T16:43:55Z,5,Java
mrniko/netty-socketio,7025,1673,2012-01-12T11:43:49Z,19,Java
NLPchina/elasticsearch-sql,7023,1533,2014-08-24T14:26:31Z,302,Java
junit-team/junit-framework,6992,1663,2015-01-11T19:06:10Z,107,Java
DroidPluginTeam/DroidPlugin,6976,2499,2015-08-27T11:14:57Z,2,Java
alibaba/jvm-sandbox,6959,1588,2017-08-03T02:55:31Z,13,Java
logisim-evolution/logisim-evolution,6918,912,2014-09-19T05:23:24Z,32,Java
macrozheng/springcloud-learning,6915,2824,2019-09-07T02:36:16Z,0,Java
rabbitmq/rabbitmq-tutorials,6874,3564,2010-09-21T11:41:26Z,0,Java
smuyyh/BookReader,6873,1890,2016-08-03T05:17:27Z,0,Java
Meituan-Dianping/walle,6866,1088,2017-01-10T03:39:25Z,1,Java
getActivity/AndroidProject,6865,1412,2018-10-23T10:30:55Z,18,Java
hongyangAndroid/okhttputils,6857,2376,2015-08-17T14:53:29Z,0,Java
vespa-engine/vespa,6835,700,2016-06-03T20:54:20Z,269,Java
guardianproject/haven,6798,747,2017-03-01T03:20:03Z,37,Java
zo0r/react-native-push-notification,6791,2017,2015-12-14T19:53:36Z,35,Java
raphw/byte-buddy,6788,845,2013-11-25T19:38:03Z,312,Java
Angel-ML/angel,6787,1591,2017-04-25T05:57:43Z,20,Java
fuzhengwei/itstack-demo-design,6780,1979,2020-05-20T13:45:30Z,0,Java
527515025/springBoot,6773,3159,2016-11-07T02:13:31Z,0,Java
gzu-liyujiang/AndroidPicker,6772,1499,2015-10-21T14:21:16Z,58,Java
CeuiLiSA/Pixiv-Shaft,6768,227,2019-04-01T09:59:09Z,122,Java
Meituan-Dianping/Leaf,6736,1875,2018-12-11T07:41:35Z,0,Java
648540858/wvp-GB28181-pro,6733,1903,2020-11-14T14:16:37Z,2,Java
markzhai/AndroidPerformanceMonitor,6733,1019,2016-01-17T05:23:22Z,0,Java
zouzg/mybatis-generator-gui,6708,2519,2016-05-08T22:39:39Z,16,Java
getActivity/XXPermissions,6708,891,2018-06-15T14:31:29Z,74,Java
quartz-scheduler/quartz,6708,1995,2016-03-07T14:05:37Z,8,Java
hongyangAndroid/AndroidAutoLayout,6691,1888,2015-11-19T02:09:11Z,0,Java
Suwayomi/Suwayomi-Server,6685,355,2020-12-23T20:31:38Z,58,Java
jOOQ/jOOQ,6685,1226,2011-04-17T10:43:33Z,122,Java
apache/storm,6676,4050,2013-11-05T08:00:14Z,8,Java
yanzhenjie/AndPermission,6647,1100,2016-09-11T05:17:34Z,0,Java
JesusFreke/smali,6616,1111,2012-09-23T19:51:16Z,0,Java
apache/zeppelin,6607,2819,2015-03-25T07:00:06Z,0,Java
hazelcast/hazelcast,6605,1872,2012-03-21T12:25:18Z,201,Java
pig-mesh/pig,6600,1076,2019-08-26T03:24:53Z,20,Java
GrenderG/Toasty,6594,800,2017-01-18T18:52:41Z,19,Java
NLPchina/ansj_seg,6545,2289,2012-09-05T05:56:24Z,3,Java
ximsfei/Android-skin-support,6521,1100,2017-01-12T15:03:54Z,0,Java
processing/processing,6496,1477,2013-01-24T21:17:22Z,48,Java
nayuki/QR-Code-generator,6486,1252,2016-04-15T02:19:41Z,5,Java
hibernate/hibernate-orm,6464,3742,2010-10-04T16:15:52Z,167,Java
ArthurHub/Android-Image-Cropper,6430,1370,2015-01-15T10:49:37Z,32,Java
wxiaoqi/Spring-Cloud-Platform,6429,2366,2017-05-25T10:35:26Z,3,Java
freeok/so-novel,6425,511,2022-05-23T15:49:36Z,53,Java
vinc3m1/RoundedImageView,6420,1242,2013-02-22T01:17:37Z,19,Java
jetlinks/jetlinks-community,6418,1871,2020-01-02T07:27:34Z,21,Java
Javen205/IJPay,6413,1479,2017-05-02T03:15:32Z,24,Java
gephi/gephi,6411,1599,2011-10-22T03:14:46Z,19,Java
AsyncHttpClient/async-http-client,6409,1593,2011-03-07T13:41:46Z,11,Java
micronaut-projects/micronaut-core,6393,1172,2018-03-07T12:05:08Z,351,Java
apache/flink-cdc,6383,2133,2020-07-27T19:23:33Z,23,Java
aa112901/remusic,6383,1922,2016-03-24T06:20:39Z,0,Java
graphhopper/graphhopper,6380,1895,2012-02-18T19:57:38Z,46,Java
joelittlejohn/jsonschema2pojo,6368,1672,2013-06-22T22:28:53Z,67,Java
haifengl/smile,6357,1146,2014-11-20T16:28:12Z,42,Java
DerekYRC/mini-spring,6355,1450,2020-11-17T11:59:18Z,1,Java
wasabeef/richeditor-android,6348,1207,2015-03-30T16:19:20Z,0,Java
sshahine/JFoenix,6347,1050,2015-09-08T14:04:24Z,0,Java
amitshekhariitbhu/from-java-to-kotlin,6337,785,2017-05-21T11:56:27Z,0,Java
apache/iotdb,6301,1129,2018-11-24T21:29:17Z,51,Java
lightbend/config,6296,979,2011-12-06T08:02:29Z,4,Java
koush/ion,6264,1027,2013-05-22T07:41:23Z,0,Java
graphql-java/graphql-java,6234,1148,2015-07-06T06:52:20Z,101,Java
apache/incubator-kie-drools,6231,2579,2011-02-18T08:37:05Z,6,Java
ityouknow/spring-cloud-examples,6217,3066,2017-04-28T08:48:53Z,0,Java
auth0/java-jwt,6207,948,2014-03-07T15:06:11Z,46,Java
google/grafika,6160,1478,2013-12-19T18:36:53Z,1,Java
apache/camel,6156,5096,2009-05-21T00:25:36Z,0,Java
Vedenin/useful-java-links,6155,1203,2016-02-13T13:14:52Z,0,Java
alipay/SoloPi,6147,1247,2019-03-14T15:32:49Z,8,Java
loks666/get_jobs,6143,781,2024-03-07T21:34:58Z,3,Java
LandGrey/SpringBootVulExploit,6127,1321,2020-05-20T09:18:44Z,0,Java
vavr-io/vavr,6127,660,2014-01-30T14:07:25Z,22,Java
obsidiandynamics/kafdrop,6125,893,2019-05-27T08:46:56Z,50,Java
apache/hudi,6125,2470,2016-12-14T15:53:41Z,33,Java
ikew0ng/SwipeBackLayout,6104,1395,2013-08-25T03:36:12Z,0,Java
rengwuxian/MaterialEditText,6099,1038,2014-10-30T10:07:23Z,19,Java
google/google-java-format,6096,917,2015-05-11T20:38:28Z,43,Java
daimajia/NumberProgressBar,6094,1393,2014-05-01T08:54:25Z,3,Java
javaparser/javaparser,6063,1224,2011-10-30T14:03:44Z,57,Java
apache/pinot,6050,1459,2014-05-19T23:27:48Z,21,Java
google/j2objc,6045,999,2014-01-30T20:19:56Z,1,Java
ZhongFuCheng3y/austin,6045,1457,2021-11-06T09:36:01Z,0,Java
singwhatiwanna/dynamic-load-apk,6026,1981,2014-03-30T11:51:00Z,0,Java
apache/nifi,6025,2938,2014-12-12T08:00:05Z,0,Java
apache/hive,6020,4794,2009-05-21T02:31:01Z,0,Java
pedrovgs/EffectiveAndroidUI,6014,1189,2014-07-04T08:42:20Z,0,Java
jeequan/jeepay,6002,1936,2017-08-12T02:40:32Z,0,Java
robolectric/robolectric,6001,1380,2010-08-28T00:28:25Z,111,Java
opengoofy/hippo4j,5994,1240,2021-06-16T02:59:48Z,18,Java
WeiYe-Jing/datax-web,5991,2250,2019-11-19T01:09:05Z,5,Java
btraceio/btrace,5987,960,2014-08-28T18:58:24Z,33,Java
google/physical-web,5981,651,2014-09-30T18:32:14Z,17,Java
00-Evan/shattered-pixel-dungeon,5974,1414,2014-07-31T21:56:31Z,53,Java
rey5137/material,5967,1300,2014-12-09T12:07:32Z,10,Java
youtube/api-samples,5960,3055,2013-12-09T18:41:41Z,0,Java
wyouflf/xUtils3,5959,1964,2015-10-28T10:56:04Z,9,Java
liyifeng1994/ssm,5939,2715,2016-06-18T17:58:56Z,0,Java
springfox/springfox,5938,1519,2012-05-06T06:38:57Z,12,Java
JSQLParser/JSqlParser,5936,1418,2011-06-23T22:51:52Z,37,Java
journeyapps/zxing-android-embedded,5935,1292,2012-11-28T16:36:39Z,9,Java
prolificinteractive/material-calendarview,5929,1301,2015-02-09T22:31:56Z,22,Java
antoniolg/androidmvp,5910,1556,2014-04-02T05:42:20Z,0,Java
weibocom/motan,5907,1755,2016-04-20T10:56:17Z,28,Java
Archmage83/tvapk,5906,568,2020-07-29T08:04:37Z,0,Java
apache/fesod,5899,489,2024-10-05T11:42:50Z,7,Java
amitshekhariitbhu/Fast-Android-Networking,5891,973,2016-03-21T18:35:44Z,10,Java
lets-blade/blade,5884,1162,2015-06-10T03:35:49Z,9,Java
JakeWharton/DiskLruCache,5865,1170,2012-01-05T00:36:34Z,0,Java
ikarus23/MifareClassicTool,5859,990,2013-02-12T15:39:03Z,10,Java
ffay/lanproxy,5857,1555,2016-11-20T08:12:10Z,1,Java
PBH-BTN/PeerBanHelper,5856,140,2024-02-07T14:35:16Z,190,Java
meefik/linuxdeploy,5795,724,2012-08-21T04:49:14Z,37,Java
Nightonke/BoomMenu,5791,1139,2016-03-19T12:04:12Z,0,Java
yarolegovich/DiscreteScrollView,5786,784,2017-03-03T23:38:54Z,2,Java
changmingxie/tcc-transaction,5776,2769,2015-12-05T04:27:53Z,8,Java
Nepxion/Discovery,5774,1421,2018-06-21T16:16:49Z,132,Java
dmytrodanylyk/circular-progress-button,5757,1170,2014-06-07T12:58:48Z,3,Java
strimzi/strimzi-kafka-operator,5752,1469,2016-05-06T08:52:33Z,170,Java
houbb/sensitive-word,5751,781,2020-01-07T03:10:44Z,2,Java
JanusGraph/janusgraph,5747,1207,2016-12-26T13:26:29Z,28,Java
k0shk0sh/FastHub,5736,931,2017-02-18T17:53:16Z,63,Java
dromara/lamp-cloud,5732,1753,2018-01-17T02:51:04Z,0,Java
jagrosh/MusicBot,5729,2780,2016-08-14T18:46:29Z,38,Java
redis/lettuce,5728,1072,2014-05-10T13:08:46Z,146,Java
ZHENFENG13/spring-boot-projects,5721,1628,2017-04-01T01:50:14Z,0,Java
yanzhenjie/SwipeRecyclerView,5718,1095,2016-08-03T15:43:34Z,0,Java
ddd-by-examples/library,5711,815,2019-01-11T09:14:03Z,0,Java
jpush/aurora-imui,5708,995,2016-12-13T05:24:01Z,42,Java
Devlight/InfiniteCycleViewPager,5703,823,2016-08-22T08:04:39Z,2,Java
201206030/novel,5676,1456,2019-11-11T01:13:52Z,12,Java
crazycodeboy/react-native-splash-screen,5667,1105,2016-09-14T10:43:55Z,12,Java
springside/springside4,5666,2862,2012-02-23T08:39:03Z,3,Java
ElderDrivers/EdXposed,5664,648,2019-01-18T16:18:19Z,27,Java
JakeWharton/u2020,5662,916,2013-11-14T11:58:23Z,0,Java
wasabeef/Blurry,5660,608,2015-07-23T14:12:08Z,0,Java
hanks-zyh/HTextView,5657,816,2015-12-19T16:34:59Z,0,Java
microsoft/typespec,5646,351,2021-06-30T23:29:49Z,453,Java
daimajia/AndroidImageSlider,5620,1634,2014-06-02T06:04:17Z,5,Java
TommyLemon/Android-ZBLibrary,5607,1377,2015-08-20T16:03:53Z,25,Java
osmandapp/OsmAnd,5607,1136,2011-01-15T19:59:44Z,1,Java
hongyangAndroid/FlowLayout,5587,1166,2015-08-28T09:32:31Z,0,Java
apache/hbase,5581,3393,2014-05-23T07:00:07Z,50,Java
baidu/uid-generator,5581,1564,2017-03-27T04:03:43Z,0,Java
alibaba/jetcache,5572,1085,2017-04-12T07:48:23Z,67,Java
hneemann/Digital,5563,561,2016-06-28T17:40:16Z,35,Java
mik3y/usb-serial-for-android,5563,1679,2013-06-30T23:17:45Z,34,Java
amlcurran/ShowcaseView,5562,1271,2012-08-14T19:07:36Z,13,Java
alibaba/QLExpress,5552,1207,2017-03-15T08:39:54Z,25,Java
SuperMonster003/AutoJs6,5546,1593,2021-12-01T05:27:22Z,21,Java
nhaarman/ListViewAnimations,5539,1629,2013-03-19T11:59:23Z,14,Java
knightliao/disconf,5533,2268,2014-05-30T09:39:27Z,12,Java
danikula/AndroidVideoCache,5516,1177,2015-04-01T11:25:52Z,20,Java
wuhaoyu1990/MagicCamera,5515,1623,2016-01-08T11:36:56Z,0,Java
CaffeineMC/sodium,5512,907,2020-02-01T03:04:09Z,40,Java
cinit/QAuxiliary,5501,400,2022-01-29T06:12:36Z,49,Java
jindrapetrik/jpexs-decompiler,5489,752,2014-05-10T17:20:56Z,180,Java
GeyserMC/Geyser,5485,817,2019-07-08T17:23:17Z,0,Java
emilsjolander/StickyListHeaders,5482,1495,2012-03-11T18:29:18Z,16,Java
Jasonchenlijian/FastBle,5476,1246,2016-08-23T02:06:33Z,9,Java
motianhuo/wechat,5469,2413,2015-05-25T02:33:37Z,0,Java
scribejava/scribejava,5469,1649,2010-09-05T19:11:40Z,9,Java
alibaba/freeline,5464,621,2016-08-03T17:22:52Z,22,Java
KeepSafe/TapTargetView,5462,593,2016-09-11T09:07:36Z,24,Java
liquibase/liquibase,5462,1938,2011-07-08T20:08:20Z,107,Java
sockeqwe/mosby,5460,840,2015-03-25T00:59:19Z,15,Java
dm77/barcodescanner,5444,1429,2014-02-24T21:14:09Z,6,Java
apache/groovy,5438,1913,2015-04-16T07:00:05Z,0,Java
TGX-Android/Telegram-X,5437,959,2021-08-17T17:09:25Z,6,Java
rubenlagus/TelegramBots,5426,1351,2016-01-14T00:13:07Z,113,Java
spring-projects/spring-data-examples,5415,3414,2014-01-30T15:42:43Z,0,Java
socketio/socket.io-client-java,5413,977,2013-04-28T17:04:05Z,7,Java
facebookarchive/rebound,5405,802,2013-10-11T01:12:37Z,10,Java
tonikelope/megabasterd,5405,634,2016-09-29T16:54:54Z,208,Java
apache/dubbo-spring-boot-project,5397,1863,2018-01-18T12:10:50Z,13,Java
coobird/thumbnailator,5397,804,2015-07-25T05:38:33Z,0,Java
killbill/killbill,5391,905,2012-10-21T20:55:05Z,151,Java
LFDT-web3j/web3j,5384,1762,2016-09-04T05:48:49Z,121,Java
diffplug/spotless,5379,513,2015-04-27T19:10:58Z,52,Java
facebookarchive/shimmer-android,5364,705,2015-02-27T22:25:22Z,5,Java
Evernote/android-job,5362,554,2015-08-20T19:36:54Z,31,Java
pmd/pmd,5357,1558,2012-07-11T18:03:00Z,113,Java
h6ah4i/android-advancedrecyclerview,5339,853,2015-01-24T16:14:39Z,1,Java
commonsguy/cw-omnibus,5337,3728,2012-03-12T14:12:06Z,36,Java
remkop/picocli,5335,454,2017-02-01T16:38:41Z,86,Java
jgilfelt/SystemBarTint,5334,1423,2013-11-17T12:35:05Z,3,Java
runelite/runelite,5331,5674,2016-04-30T20:48:02Z,0,Java
gsantner/markor,5323,463,2017-08-26T00:08:35Z,81,Java
google/google-authenticator,5322,990,2014-10-08T17:54:27Z,0,Java
XRecyclerView/XRecyclerView,5322,1248,2015-11-18T08:14:22Z,0,Java
allure-framework/allure2,5320,762,2016-05-27T14:06:05Z,84,Java
mybatis/generator,5318,2491,2013-02-10T11:14:50Z,11,Java
dunwu/db-tutorial,5318,646,2017-08-08T06:33:38Z,0,Java
Doikki/DKVideoPlayer,5308,1070,2017-04-11T01:33:38Z,32,Java
LWJGL/lwjgl3,5305,690,2012-12-23T15:40:04Z,23,Java
zfdang/Android-Touch-Helper,5292,502,2020-10-16T00:58:41Z,113,Java
Fuzion24/JustTrustMe,5289,827,2014-07-24T23:45:05Z,1,Java
evant/gradle-retrolambda,5283,442,2013-08-05T02:09:58Z,37,Java
Docile-Alligator/Infinity-For-Reddit,5271,483,2018-07-26T15:02:51Z,196,Java
yixia/VitamioBundle,5269,2046,2012-10-19T08:40:49Z,0,Java
xxv/android-lifecycle,5266,665,2014-04-18T14:26:22Z,0,Java
citerus/dddsample-core,5264,1514,2015-01-31T23:21:37Z,0,Java
CodingDocs/springboot-guide,5263,1402,2018-11-28T01:05:07Z,0,Java
lingochamp/okdownload,5258,801,2017-12-17T08:21:22Z,8,Java
razerdp/BasePopup,5257,764,2016-01-15T03:31:07Z,15,Java
thinkaurelius/titan,5237,999,2012-02-25T22:53:53Z,0,Java
j-easy/easy-rules,5236,1100,2013-03-10T14:38:26Z,10,Java
Yalantis/Side-Menu.Android,5234,1492,2015-01-13T11:11:27Z,2,Java
novicezk/midjourney-proxy,5233,2427,2023-04-24T13:43:45Z,0,Java
huangyanbin/smartTable,5231,870,2017-11-08T01:11:14Z,44,Java
CellularPrivacy/Android-IMSI-Catcher-Detector,5223,1023,2013-11-23T10:04:14Z,48,Java
lucasr/twoway-view,5218,1008,2013-01-18T20:55:23Z,0,Java
bitcoinj/bitcoinj,5212,2564,2013-11-19T04:33:23Z,14,Java
reactor/reactor-core,5211,1245,2015-11-10T10:06:40Z,224,Java
Karumi/Dexter,5208,673,2015-11-17T13:14:43Z,33,Java
oshi/oshi,5197,918,2012-02-10T12:46:48Z,170,Java
brianfrankcooper/YCSB,5197,2321,2010-04-19T20:52:11Z,55,Java
hustcc/JS-Sorting-Algorithm,5194,1133,2017-01-19T11:36:21Z,0,Java
zhanglei-workspace/shopping-management-system,5190,2238,2015-11-16T12:53:21Z,0,Java
Clans/FloatingActionButton,5187,1119,2015-03-21T12:36:16Z,14,Java
Exrick/xpay,5181,1117,2017-12-12T16:11:19Z,0,Java
android/views-widgets-samples,5181,2984,2019-09-06T21:39:12Z,0,Java
killme2008/aviatorscript,5177,898,2011-03-29T12:48:47Z,52,Java
baomidou/dynamic-datasource,5153,1245,2018-04-28T02:32:16Z,19,Java
careercup/ctci,5145,2284,2013-03-21T23:01:01Z,0,Java
square/otto,5135,832,2012-06-27T19:06:49Z,0,Java
natario1/CameraView,5127,980,2017-07-18T09:30:33Z,42,Java
deathmarine/Luyten,5117,1015,2013-07-11T10:57:28Z,17,Java
tianshiyeben/wgcloud,5114,895,2019-01-15T02:02:21Z,31,Java
apache/calcite,5103,2474,2014-06-25T07:00:07Z,0,Java
youlookwhat/DesignPattern,5100,1470,2016-10-21T10:59:32Z,0,Java
line/armeria,5085,985,2015-11-16T04:04:01Z,269,Java
spring-projects/spring-authorization-server,5083,1361,2020-03-17T17:28:57Z,85,Java
sofastack/sofa-boot,5078,1260,2018-04-02T08:28:14Z,83,Java
xuexiangjys/XUI,5073,859,2019-01-07T07:59:02Z,23,Java
bisq-network/bisq,5068,1287,2014-03-12T09:42:29Z,143,Java
OpenTSDB/opentsdb,5064,1239,2010-08-27T02:05:20Z,27,Java
apache/ignite,5059,1931,2015-02-19T08:00:05Z,0,Java
Sayi/poi-tl,5050,1126,2015-03-20T06:47:52Z,14,Java
wequick/Small,5042,1102,2015-11-27T11:37:20Z,25,Java
Kodezi/Chronos,5041,214,2025-07-21T07:34:10Z,0,Java
2227324689/gpmall,5039,1886,2019-07-18T14:09:22Z,0,Java
jankotek/mapdb,5035,881,2012-08-17T15:28:54Z,0,Java
javastacks/spring-boot-best-practice,5035,1356,2018-11-09T06:23:18Z,1,Java
Trinea/android-common,5023,2610,2012-06-19T07:49:46Z,1,Java
yipianfengye/android-zxingLibrary,5018,1042,2016-07-26T08:00:18Z,0,Java
youlookwhat/CloudReader,5008,1346,2016-11-20T11:59:25Z,26,Java
apache/maven,5001,2843,2009-05-21T03:22:03Z,30,Java
rubensousa/GravitySnapHelper,5000,617,2016-08-31T07:25:23Z,15,Java
ageerle/ruoyi-ai,4991,1225,2024-01-16T04:16:41Z,6,Java
JodaOrg/joda-time,4989,1015,2011-05-16T16:49:57Z,51,Java
DingMouRen/LayoutManagerGroup,4988,676,2018-04-28T11:47:38Z,0,Java
spring-attic/spring-mvc-showcase,4985,3654,2011-06-03T15:36:55Z,0,Java
rstudio/rstudio,4976,1166,2010-12-07T19:10:25Z,0,Java
orhanobut/dialogplus,4975,785,2014-12-12T09:24:44Z,9,Java
alibaba/UltraViewPager,4966,679,2017-03-29T13:31:53Z,10,Java
spring-cloud/spring-cloud-netflix,4963,2454,2014-07-11T15:46:12Z,30,Java
roncoo/roncoo-pay,4963,2585,2016-07-21T02:46:06Z,0,Java
querydsl/querydsl,4960,877,2011-08-05T06:46:32Z,35,Java
frogermcs/InstaMaterial,4954,1421,2014-11-10T18:56:49Z,1,Java
react-native-config/react-native-config,4954,656,2016-02-23T00:19:11Z,33,Java
react-native-webrtc/react-native-webrtc,4950,1323,2015-09-27T10:57:30Z,82,Java
orientechnologies/orientdb,4943,874,2012-12-09T20:33:47Z,231,Java
Devlight/NavigationTabBar,4935,913,2016-03-29T08:59:27Z,13,Java
amitshekhariitbhu/RxJava2-Android-Samples,4926,1053,2016-08-27T08:21:37Z,0,Java
HeliBorg/HeliBoard,4925,261,2022-03-09T08:38:32Z,62,Java
DiUS/java-faker,4925,865,2011-06-06T01:01:21Z,0,Java
traex/RippleEffect,4904,1067,2014-10-14T13:32:51Z,0,Java
fuzhengwei/small-spring,4899,1426,2021-05-15T06:07:28Z,0,Java
angryip/ipscan,4896,804,2011-06-28T20:58:48Z,32,Java
cglib/cglib,4895,885,2014-03-29T13:48:30Z,15,Java
Ramotion/folding-cell-android,4894,836,2016-04-01T11:38:47Z,0,Java
Threekiii/Awesome-POC,4885,1008,2022-02-20T06:43:22Z,2,Java
reactive-streams/reactive-streams-jvm,4872,532,2014-02-28T13:16:15Z,0,Java
zhkl0228/unidbg,4868,1119,2019-02-26T09:32:15Z,16,Java
mock-server/mockserver,4860,1100,2013-02-26T06:09:52Z,0,Java
spring-cloud/spring-cloud-gateway,4842,3433,2016-11-16T21:42:51Z,45,Java
micrometer-metrics/micrometer,4833,1080,2017-04-10T21:36:51Z,291,Java
mcxiaoke/packer-ng-plugin,4814,857,2015-11-24T04:08:08Z,1,Java
andkulikov/Transitions-Everywhere,4798,481,2014-10-15T03:37:03Z,23,Java
deepjavalibrary/djl,4794,744,2019-10-29T22:38:54Z,38,Java
claritylab/lucida,4790,870,2014-05-13T17:12:49Z,0,Java
oracle/opengrok,4785,804,2013-01-07T11:49:18Z,302,Java
tuguangquan/mybatis,4776,2362,2014-11-03T04:51:06Z,0,Java
ronmamo/reflections,4774,706,2013-04-16T16:19:26Z,3,Java
etsy/AndroidStaggeredGrid,4771,1112,2013-12-09T19:43:45Z,7,Java
tencentmusic/supersonic,4764,933,2023-06-12T07:23:28Z,15,Java
TheoKanning/openai-java,4763,1202,2020-09-15T02:58:52Z,22,Java
zq2599/blog_demos,4759,1924,2017-04-09T04:51:56Z,0,Java
saiwu-bigkoo/Android-ConvenientBanner,4757,1047,2014-12-23T06:12:33Z,0,Java
dromara/dynamic-tp,4753,856,2022-01-07T16:35:27Z,19,Java
nisrulz/android-tips-tricks,4752,571,2016-08-25T20:27:33Z,0,Java
zlt2000/microservices-platform,4749,1693,2019-03-07T07:13:37Z,30,Java
kyleduo/SwitchButton,4746,866,2014-09-09T07:20:43Z,0,Java
grobidOrg/grobid,4740,537,2012-09-13T15:48:54Z,22,Java
hongyangAndroid/baseAdapter,4732,1195,2015-08-03T02:55:51Z,0,Java
saysky/ForestBlog,4721,1644,2017-10-08T15:27:47Z,0,Java
stleary/JSON-java,4717,2593,2010-12-21T17:46:09Z,25,Java
google/cameraview,4713,1017,2016-08-04T05:22:14Z,0,Java
spring-attic/spring-security-oauth,4700,3978,2011-07-26T18:08:49Z,0,Java
cjlin1/libsvm,4696,1638,2013-09-10T14:32:07Z,0,Java
hansonwang99/Spring-Boot-In-Action,4695,1476,2019-01-28T12:56:51Z,0,Java
SPLWare/esProc,4692,362,2021-11-09T15:41:25Z,0,Java
charles2gan/GDA-android-reversing-Tool,4691,561,2017-10-31T08:18:29Z,40,Java
pardom-zz/ActiveAndroid,4688,1026,2012-11-15T18:10:45Z,0,Java
bytedeco/javacpp,4687,597,2014-04-21T12:47:21Z,14,Java
jgilfelt/chuck,4686,455,2017-02-07T23:51:39Z,5,Java
981011512/--,4684,2254,2020-06-18T22:47:21Z,0,Java
bepass-org/oblivion,4682,631,2024-02-08T05:50:09Z,12,Java
Heeexy/SpringBoot-Shiro-Vue,4678,1769,2017-11-17T18:49:06Z,0,Java
karma9874/AndroRAT,4667,1512,2020-03-22T09:31:28Z,0,Java
ant-media/Ant-Media-Server,4653,681,2017-03-01T08:21:13Z,68,Java
JZ-Darkal/AndroidHttpCapture,4650,863,2016-10-15T19:48:00Z,1,Java
discord-jda/JDA,4650,761,2015-12-12T13:57:32Z,121,Java
wdullaer/MaterialDateTimePicker,4642,936,2015-01-03T19:41:03Z,54,Java
rememberber/WePush,4640,1014,2017-06-23T09:03:36Z,58,Java
CalebFenton/simplify,4638,454,2014-01-16T05:14:02Z,9,Java
chewiebug/GCViewer,4634,995,2011-10-23T09:01:04Z,5,Java
romandanylyk/PageIndicatorView,4633,569,2016-08-20T19:25:32Z,14,Java
gabrielemariotti/cardslib,4632,1176,2013-09-20T21:57:19Z,27,Java
zongzibinbin/MallChat,4631,1025,2023-03-16T15:04:35Z,0,Java
yasserg/crawler4j,4627,1909,2011-12-31T22:49:18Z,3,Java
linhaojun857/aurora,4625,738,2022-08-19T13:39:16Z,0,Java
RedSpider1/concurrent,4621,616,2018-11-03T13:49:36Z,0,Java
h2database/h2database,4619,1280,2015-04-10T19:09:09Z,24,Java
Netflix/ribbon,4617,1237,2013-01-15T01:08:04Z,41,Java
apache/rocketmq-externals,4615,3038,2017-03-14T07:00:06Z,0,Java
nICEnnnnnnnLee/BilibiliDown,4604,414,2019-01-23T06:56:46Z,81,Java
objectbox/objectbox-java,4599,305,2017-01-24T10:29:48Z,53,Java
SplashCodes/JAViewer,4591,692,2016-05-21T08:47:10Z,10,Java
hussien89aa/AndroidTutorialForBeginners,4585,6040,2016-09-26T16:36:28Z,0,Java
puniverse/quasar,4565,567,2013-03-27T14:51:24Z,18,Java
