repo,stars,forks,created_at,releases,num_classes,comment_lines,cbo_median,cbo_mean,cbo_stdev,dit_median,dit_mean,dit_stdev,lcom_median,lcom_mean,lcom_stdev,loc_median,loc_mean,loc_stdev
didi/KnowStreaming,7178,1296,2020-03-19T05:13:51Z,23,934,7786,4.0,6.9722,7.5284,1.0,1.8116,1.0862,0.0,10.3223,44.6116,12.0,33.7441,64.7334
