repo,stars,forks,created_at,releases,num_classes,comment_lines,cbo_median,cbo_mean,cbo_stdev,dit_median,dit_mean,dit_stdev,lcom_median,lcom_mean,lcom_stdev,loc_median,loc_mean,loc_stdev
pxb1988/dex2jar,13100,2193,2015-03-16T09:13:07Z,8,571,6928,3.0,5.4273,6.8461,1.0,1.5709,0.9822,0.0,21.1331,136.5139,22.0,73.056,158.314
