repo,stars,forks,created_at,releases,num_classes,comment_lines,cbo_median,cbo_mean,cbo_stdev,dit_median,dit_mean,dit_stdev,lcom_median,lcom_mean,lcom_stdev,loc_median,loc_mean,loc_stdev
Guardsquare/proguard,3532,479,2019-03-27T16:35:35Z,36,580,24426,6.0,9.2672,13.4045,1.0,1.2328,0.8328,1.0,58.5448,537.5321,22.0,57.4052,111.4337
