repo,stars,forks,created_at,releases,num_classes,comment_lines,cbo_median,cbo_mean,cbo_stdev,dit_median,dit_mean,dit_stdev,lcom_median,lcom_mean,lcom_stdev,loc_median,loc_mean,loc_stdev
SuperMonster003/AutoJs6,5546,1593,2021-12-01T05:27:22Z,21,1820,24155,3.0,5.1582,6.735,1.0,1.4637,0.8918,1.0,42.4038,268.8997,21.0,65.1714,147.3955
