repo,stars,forks,created_at,releases,num_classes,comment_lines,cbo_median,cbo_mean,cbo_stdev,dit_median,dit_mean,dit_stdev,lcom_median,lcom_mean,lcom_stdev,loc_median,loc_mean,loc_stdev
xkcoding/spring-boot-demo,34112,10991,2017-11-10T06:27:29Z,0,481,7427,4.0,5.0353,3.9954,1.0,1.131,0.4889,0.0,2.3264,9.8245,7.0,14.8753,19.3766
