repo,stars,forks,created_at,releases,num_classes,cbo_median,cbo_mean,cbo_stdev,dit_median,dit_mean,dit_stdev,lcom_median,lcom_mean,lcom_stdev,loc_median,loc_mean,loc_stdev
Snailclimb/JavaGuide,154489,46136,2018-05-07T13:27:00Z,0,3,0.0,2.3333,4.0415,1.0,1.0,0.0,0.0,14.3333,24.8261,10.0,100.0,161.1087
