repo,stars,forks,created_at,releases,num_classes,comment_lines,cbo_median,cbo_mean,cbo_stdev,dit_median,dit_mean,dit_stdev,lcom_median,lcom_mean,lcom_stdev,loc_median,loc_mean,loc_stdev
JessYanCoding/MVPArms,10275,2363,2016-08-06T08:49:56Z,25,149,4970,5.0,6.6443,5.9378,1.0,1.2819,0.5704,3.0,32.1007,147.0249,19.0,40.1745,57.1994
