repo,stars,forks,created_at,releases,num_classes,comment_lines,cbo_median,cbo_mean,cbo_stdev,dit_median,dit_mean,dit_stdev,lcom_median,lcom_mean,lcom_stdev,loc_median,loc_mean,loc_stdev
frank-lam/fullstack-tutorial,11698,2415,2018-04-13T01:50:10Z,0,0,0,,,,,,,,,,,,
