repo,stars,forks,created_at,releases,num_classes,comment_lines,cbo_median,cbo_mean,cbo_stdev,dit_median,dit_mean,dit_stdev,lcom_median,lcom_mean,lcom_stdev,loc_median,loc_mean,loc_stdev
guolindev/LitePal,8084,1587,2013-02-20T03:20:07Z,0,201,8440,3.0,5.01,5.1624,1.0,1.6517,0.9582,0.0,49.4478,248.8699,17.0,58.8557,105.85
